x;y;gid;Name;description;new
6.1578295;51.0920847;341;Wurstspezialitäten Esser;Metzger;Metzger
6.1581464;51.0918317;342;Angora Grill;Imbiss;Restaurant
6.1550607;51.0973459;343;Strick-Chic Peter Lindt GmbH;Restaurant;Restaurant
6.15482;51.09805;344;Wassenberger Grill;Imbiss;Restaurant
6.1555101;51.0993003;347;Der Ribatejo;Imbiss;Restaurant
6.1554185;51.0993135;348;Der Ribatejo Portugiesische Spezialität;Imbiss;Restaurant
6.1558452;51.099664;349;Pizzeria Nemo;Pizzeria;Restaurant
6.15542;51.09996;350;Restaurant Braukeller Wassenberg;Restaurant;Restaurant
6.1547927;51.0998966;352;Landhaus Brender;Restaurant;Restaurant
6.1546794;51.0998615;353;Ratskeller;Restaurant;Restaurant
6.15441;51.09983;354;Bäckerei Esser;Bäckerei;Baecker
6.1556212;51.1005801;355;Huns Ahn Restaurant;Restaurant;Restaurant
6.1655;51.09518;356;Restaurant Tante Lucie;Restaurant;Restaurant
6.1583922;51.0987605;357;Froschkönig;Restaurant;Restaurant
6.15616;51.0996496;358;Bucanero;Restaurant;Restaurant
6.1574186;51.1004485;359;Restaurant Burg Wassenberg by Savio;Restaurant;Restaurant
6.1546303;51.1096459;360;Gaststätte Zum Junkersbruch;Gaststätte;Restaurant
6.1507886;51.1129439;361;Mönius, E.;Restaurant;Restaurant
6.1521012;51.1129239;362;Grill & Pizzeria ROSA;Imbiss;Restaurant
6.192644;51.0985752;363;Restaurant Algarve;Restaurant;Restaurant
6.19325;51.09868;364;Dreßen;Imbiss;Restaurant
6.1854239;51.1007341;365;Pizzeria Myhl (ehem. Al Batal);Imbiss;Restaurant
6.1809024;51.101416;366;Grillstube Piräus;Restaurant;Restaurant
6.1839992;51.1022976;367;Pizzeria Remo;Pizzeria;Restaurant
6.1749843;51.1039624;368;Bäckerei Hans Kohlen;Bäckerei;Baecker
6.174787;51.1044841;369;Gaststätte Supergrill;Gaststätte;Restaurant
6.1718538;51.1036792;370;Alaturka Kebaphaus Wassenberg;Imbiss;Restaurant
6.1630469;51.1017783;372;Das Wok;Restaurant;Restaurant
6.1753722;51.1050369;374;Landbäckerei Stinges;Bäckerei;Baecker
6.178093;51.106402;375;Gaststätte KruG;Gaststätte;Restaurant
6.178358;51.1063632;376;Capri Corn;Gaststätte;Restaurant
6.2230863;51.0958841;378;Franz und E. Kremer;Metzgerei;Metzger
6.212825;51.0969402;379;Zur Zöff;Restaurant;Restaurant
6.21016;51.09712;380;Landbäckerei Stinges;Bäckerei;Baecker
6.2162339;51.0970495;381;Gerderath Bäckerei & Cafe Hoffmann;Bäckerei;Baecker
6.21413;51.09874;382;Pizzeria Ciao;Pizzeria;Restaurant
6.2126031;51.1025645;384;Diva Döner;Imbiss;Restaurant
6.1996259;51.1190528;386;Father & Son Burger and Soulfood Company;Restaurant;Restaurant
6.1933738;51.1243026;388;zur Post;Restaurant;Restaurant
6.1921786;51.1266558;389;Zum Griechen;Imbiss;Restaurant
6.1502033;51.1219511;390;Hotel-Restaurant Rosenhof;Restaurant;Restaurant
6.1199478;51.1398714;391;Restaurant Adria;Restaurant;Restaurant
6.1876;51.14232;392;Hartmut Casteel Metzgerei;Metzgerei;Metzger
6.1865371;51.1441136;393;Tholen U.;Restaurant;Restaurant
